user,friend
2142,793
2142,901
2142,1199
2142,1818
2142,335
2142,1148
2142,1609
2142,2201
2142,1751
2142,644
2142,289
2142,1965
2142,960
2142,619
2142,2260
2142,2601
2142,2622
2142,2072
2142,0
2142,94
2142,50
2142,1856
2142,1594
2142,1078
2142,1435
2142,1481
2142,717
2142,810
2142,482
2142,2340
2142,671
2142,631
2142,2599
2142,379
2142,369
2142,2203
2142,2218
2142,2398
2142,265
2142,1311
2142,2499
2142,52
2142,2764
2142,10
2142,4
2142,2740
2142,2595
2142,2545
2142,2667
2142,2568
2142,2440
2142,1997
2142,1
2142,2257
2142,2093
2142,2129
2142,2128
2142,1134
2142,2333
2142,2418
2142,2787
2143,2005
2143,2435
2143,1339
2143,1818
2143,1989
2144,881
2146,871
2146,1981
2146,824
2148,1903
2148,611
2148,2231
2148,2114
2148,2105
2148,778
2148,1176
2148,2322
2148,1076
2148,1217
2148,1046
2148,850
2148,497
2148,540
2148,2275
2148,399
2148,111
2148,0
2148,1888
2149,2142
2149,671
2149,483
2149,2536
2150,2003
2150,2654
2150,2222
2150,409
2150,2277
2150,1123
2150,1571
2150,304
2150,1362
2150,1690
2150,2418
2150,2569
2150,2564
2150,2766
2150,334
2150,2813
2150,2789
2151,1452
2152,2632
2152,1720
2152,456
2152,2514
2152,569
2152,270
2152,0
2152,1214
2152,1500
2152,934
2152,65
2152,2039
2152,2186
2152,165
2152,2179
2153,2164
2153,468
2153,338
2153,2501
2153,1449
2153,2351
2153,249
2153,1360
2153,1853
2153,2658
2153,2270
2153,1881
2153,334
2153,1368
2153,2305
2153,369
2153,195
2153,2455
2153,2547
2153,1997
2153,2008
2153,2552
2153,1532
2153,793
2153,207
2153,1665
2153,2246
2153,433
2153,486
2153,1670
2153,2519
2153,2194
2153,559
2153,2022
2153,2312
2154,2752
2154,1816
2154,1450
2154,1165
2154,2199
2154,115
2154,1809
2154,2418
2154,2592
2154,745
2154,2327
2154,1042
2154,334
2154,1526
2154,1046
2154,2134
2154,2831
2154,2632
2154,324
2154,431
2154,2264
2154,1848
2154,2547
2154,948
2154,1837
2154,2488
2154,1838
2154,755
2154,2576
2154,0
2154,200
2154,960
2154,2231
2154,1868
2154,80
2154,949
2154,1294
2155,514
2155,616
2155,2726
2155,1494
2155,2774
2155,807
2155,1424
2155,2755
2155,892
2155,2535
2155,2752
2157,2484
2157,1494
2157,2837
2157,2634
2157,1998
2157,471
2157,2300
2157,2007
2157,2179
2157,2651
2157,1899
2157,130
2157,2759
2157,246
2157,2816
2157,2632
2157,955
2157,1419
2157,2163
2157,2406
2157,1261
2157,420
2157,2512
2157,112
2157,1526
2157,1536
2157,2124
2157,1311
2157,1670
2157,2219
2157,2184
2157,2159
2157,2074
2157,380
2157,2162
2157,2514
2157,1878
2157,2172
2157,133
2157,2558
2157,2475
2157,35
2157,81
2157,2480
2157,2165
2157,1898
2157,2156
2157,2415
2157,650
2157,163
2157,621
2157,2457
2157,2412
2157,2501
2157,2817
2157,1933
2157,2122
2157,2169
2157,2161
2157,1922
2157,0
2157,2789
2157,812
2158,133
2159,2162
2159,2172
2159,2157
2159,282
2159,621
2159,2163
2159,2240
2159,2007
2159,1998
2159,2429
2160,2134
2160,2127
2160,409
2160,1980
2160,984
2160,234
2161,2193
2161,2416
2161,2812
2161,246
2161,2651
2161,2172
2161,2179
2161,2157
2161,282
2162,2406
2162,0
2162,133
2162,2558
2162,2159
2163,2398
2163,2162
2163,2354
2163,2159
2163,133
2163,1922
2163,2264
2163,246
2163,2184
2163,35
2163,475
2163,2495
2163,2558
2163,1670
2164,188
2164,2773
2164,334
2164,2734
2164,2248
2164,2742
2164,1181
2164,97
2164,2743
2164,50
2164,0
2164,94
2164,686
2164,2569
2164,2321
2164,1412
2164,2172
2164,1009
2164,2191
2164,22
2164,2606
2164,2163
2164,160
2164,2260
2164,2407
2164,2576
2164,881
2164,109
2164,517
2164,2153
2164,2134
2164,241
2164,2312
2164,226
2164,89
2164,2161
2164,2177
2164,337
2164,2546
2164,616
2164,475
2164,2702
2164,39
2164,35
2165,2157
2165,2007
2165,2185
2165,2169
2166,49
2166,2369
2166,200
2166,657
2166,153
2166,1929
2166,324
2166,1069
2168,1211
2168,1855
2168,219
2168,2264
2168,345
2168,2001
2168,694
2168,646
2168,252
2168,2799
2168,2681
2168,2097
2169,2157
2169,2165
2170,64
2170,2237
2170,484
2170,2794
2170,1911
2170,0
2170,921
2170,1046
2170,1035
2171,2169
2172,1998
2172,1817
2172,2396
2172,2477
2172,1494
2172,2179
2172,2780
2172,2639
2172,2164
2172,2354
2172,181
2172,2757
2172,2497
2172,2741
2172,2479
2172,2240
2172,107
2172,2159
2172,2576
2172,584
2172,1839
2172,724
2172,1482
2172,1061
2172,1299
2172,1017
2172,2591
2172,1250
2172,1018
2172,2073
2172,2162
2172,133
2172,2157
2172,2558
2172,517
2172,196
2172,2300
2172,2165
2172,1650
2172,660
2172,81
2172,2837
2172,2124
2172,304
2172,955
2172,2559
2172,2334
2172,2161
2172,1617
2172,679
2173,568
2174,2675
2174,2688
2174,2264
2174,101
2174,2316
2174,1751
2174,2576
2174,647
2174,2134
2174,334
2174,584
2174,19
2174,131
2174,113
2174,932
2174,2742
2175,1381
2175,1112
2175,2320
2175,992
2175,1911
2175,2193
2175,2766
2175,35
2175,0
2175,1815
2175,1
2175,2456
2176,559
2176,2632
2176,1
2176,2314
2176,22
2178,501
2178,1333
2178,2275
2178,1046
2178,171
2178,2264
2178,334
2178,2699
2178,2710
2178,1227
2178,2595
2178,318
2178,230
2178,2134
2178,1911
2178,0
2178,2342
2178,2743
2178,1165
2178,2456
2178,1132
2178,2723
2178,1030
2178,2794
2178,2753
2178,469
2178,2320
2178,1176
2178,2110
2179,2152
2179,2172
2179,2157
2179,282
2179,94
2179,304
2179,2398
2179,2161
2180,1787
2180,998
2180,454
2180,2762
2180,697
2180,1174
2180,2477
2180,196
2180,412
2180,2232
2180,647
2180,954
2180,2448
2180,2186
2180,2840
2180,901
2180,1211
2180,173
2180,2798
2180,799
2180,1322
2180,305
2180,1911
2180,2008
2180,2206
2180,1311
2180,252
2180,2305
2180,1890
2180,1670
2180,2074
2180,2130
2180,824
2180,522
2180,2634
2181,2428
2181,1809
2181,2488
2181,1837
2181,2456
2181,2210
2181,2710
2181,1491
2181,565
2181,925
2181,1075
2181,2519
2181,205
2181,540
2181,2134
2181,2148
2181,1076
2181,425
2181,654
2181,1165
2181,2114
2181,1128
2181,1145
2181,1217
2181,1874
2181,2758
2181,1035
2181,486
2181,1046
2181,1418
2181,942
2181,1237
2181,887
2181,1791
2181,429
2181,2298
2181,1392
2181,636
2181,497
2181,2797
2181,64
2181,2175
2181,2111
2181,2378
2181,1911
2181,0
2181,2743
2181,132
2181,2115
2181,2110
2181,2275
2181,860
2181,719
2181,634
2181,2188
2181,334
2182,410
2182,2676
2182,2210
2182,1046
2182,1035
2182,399
2182,2134
2182,191
2182,1712
2182,150
2182,2743
2183,717
2183,2633
2183,1526
2183,492
2183,2776
2183,2484
2183,1208
2183,1032
2183,31
2183,2213
2184,2327
2184,2159
2184,2479
2184,2165
2184,2157
2184,81
2184,2007
2184,2162
2184,284
2184,2260
2184,2193
2184,246
2184,310
2184,2354
2184,2158
2184,2559
2184,2398
2184,464
2184,165
2184,2480
2184,2457
2185,2157
2185,2165
2186,2448
2186,1669
2186,324
2186,2547
2186,2453
2186,2203
2186,2634
2186,2456
2186,300
2186,2520
2186,454
2186,2232
2186,1074
2186,2264
2186,0
2186,954
2186,2502
2186,901
2189,2134
2189,387
2189,1340
2189,1856
2189,334
2189,2110
2189,1384
2189,165
2189,0
2189,1227
2190,962
2190,2134
2190,2090
2190,64
2190,1911
2190,0
2190,2456
2191,1368
2191,1777
2191,2693
2191,1259
2191,2837
2191,2518
2191,2521
2191,1734
2191,1694
2191,2203
2191,385
2191,1028
2191,427
2191,1440
2191,2022
2191,726
2191,404
2191,1152
2191,1526
2191,472
2191,2333
2191,973
2191,1870
2191,823
2191,2321
2191,826
2191,522
2191,891
2191,1061
2191,1494
2191,2124
2191,2100
2191,964
2191,653
2191,2227
2191,842
2191,1018
2191,1741
2191,2587
2191,2164
2191,412
2191,1385
2191,663
2191,794
2191,1756
2191,2004
2191,1815
2191,365
2191,2314
2192,1247
2192,1839
2192,1039
2192,994
2192,1567
2192,1346
2192,420
2192,2745
2192,2104
2192,1484
2192,2395
2192,2022
2192,2238
2192,377
2192,2211
2192,1444
2192,1322
2192,1705
2192,433
2192,242
2192,1197
2192,207
2193,1331
2193,2161
2193,966
2193,660
2193,2007
2193,1998
2193,2184
2193,262
2193,252
2193,2674
2194,196
2194,2322
2194,2245
2194,70
2194,1030
2194,1725
2194,2556
2194,1877
2194,1473
2194,641
2194,1745
2194,1660
2194,2261
2194,2073
2194,1974
2194,1244
2194,2365
2194,207
2194,2446
2194,188
2194,824
2194,2560
2194,2153
2194,303
2196,1491
2196,540
2196,832
2196,375
2196,2727
2196,2766
2196,2625
2196,604
2196,431
2196,1670
2197,146
2197,1002
2197,1274
2197,390
2197,569
2197,181
2197,901
2197,2738
2197,1427
2197,2595
2198,1613
2201,1019
2201,1123
2201,2745
2201,1881
2201,2293
2201,1479
2201,2245
2201,2710
2201,979
2201,2142
2201,1187
2201,2374
2201,334
2201,2446
2201,2696
2201,2264
2201,2323
2201,738
2201,2569
2201,636
2201,2456
2201,2341
2201,2133
2201,2396
2201,2547
2201,2743
2201,2320
2201,924
2201,1558
2201,517
2201,1535
2202,115
2202,0
2202,1648
2202,2134
2202,2768
2202,2831
2202,1848
2203,335
2203,2603
2203,960
2203,2232
2203,2186
2203,702
2203,2318
2203,1067
2203,2657
2203,2142
2203,0
2203,2416
2203,1
2203,661
2204,1491
2204,634
2204,2341
2204,2456
2204,2134
2204,2032
2204,1247
2204,706
2204,109
2205,1547
2205,2234
2206,1760
2206,2781
2206,471
2206,2203
2206,1506
2206,2714
2206,901
2206,2290
2206,1526
2206,546
2206,2334
2206,1861
2206,2394
2206,1847
2206,2299
2206,326
2206,1609
2206,2742
2206,900
2206,1113
2206,810
2206,2282
2206,2314
2206,2413
2206,2662
2206,1404
2206,1567
2206,1111
2206,644
2206,1127
2206,356
2206,960
2206,1279
2206,1429
2206,2698
2206,2076
2206,473
2206,1621
2206,1906
2206,1245
2206,1494
2206,59
2206,1728
2206,664
2206,847
2206,1909
2206,2088
2206,2704
2206,1148
2206,698
2206,2644
2206,601
2206,1427
2206,419
2206,1316
2206,905
2206,1286
2206,2729
2206,790
2206,2520
2206,72
2206,2599
2206,2485
2206,165
2206,229
2206,770
2206,482
2206,1028
2206,1409
2206,651
2206,968
2206,2804
2206,2477
2206,438
2206,50
2206,2597
2206,513
2206,694
2206,702
2206,631
2206,591
2206,253
2206,1535
2206,2552
2206,287
2206,2180
2206,2727
2206,122
2206,94
2206,2216
2206,1815
2206,2443
2206,2633
2206,2457
2206,2232
2206,2440
2206,2395
2206,2286
2206,2257
2206,519
2207,1649
2207,1883
2207,1137
2207,1843
2207,1603
2207,2449
2207,73
2207,2536
2207,2499
2207,610
2207,1783
2207,2599
2207,2245
2207,2395
2207,338
2207,2293
2207,103
2207,52
2207,475
2207,196
2207,2177
2208,1705
2208,2583
2208,0
2208,2509
2209,2316
2209,334
2209,2456
2209,1911
2209,2134
2209,2264
2209,132
2209,2333
2209,2784
2209,1566
2209,0
2211,68
2211,1018
2211,2518
2211,522
2211,2470
2211,1394
2211,2192
2211,1413
2211,2435
2211,390
2211,2221
2211,584
2211,653
2211,1441
2211,1921
2211,1295
2211,2723
2211,1741
2211,1391
2211,839
2211,810
2211,662
2211,2481
2211,2779
2211,394
2211,517
2211,1767
2211,199
2211,204
2211,2315
2211,841
2211,1335
2212,1128
2212,1815
2212,1727
2212,1965
2212,1248
2212,405
2212,2395
2212,2491
2212,2378
2212,2744
2212,2018
2213,755
2213,1299
2213,837
2213,2707
2213,2264
2213,175
2213,488
2213,1839
2213,2441
2213,2124
2213,1673
2213,1907
2213,69
2213,2288
2213,756
2213,809
2213,1105
2213,954
2213,627
2213,680
2213,1875
2213,803
2213,660
2213,382
2213,471
2213,2457
2213,2555
2213,1699
2213,585
2213,2818
2213,517
2213,35
2213,676
2213,2591
2213,2183
2213,2813
2214,1336
2214,1166
2214,574
2215,2705
2216,2727
2216,2419
2216,431
2216,2592
2216,2137
2216,2824
2216,2443
2216,968
2216,2416
2216,2440
2216,181
2216,2608
2216,1067
2216,2206
2216,2457
2218,502
2218,2142
2219,282
2219,2559
2219,2157
2219,1922
2219,2558
2220,929
2220,109
2220,2210
2220,845
2220,2050
2222,2608
2222,2150
2222,205
2222,1441
2222,1849
2222,249
2222,962
2222,0
2222,942
2222,634
2222,1046
2222,2134
2223,2134
2223,173
2223,2724
2223,1299
2223,1034
2223,1597
2223,397
2223,24
2223,2346
2223,663
2223,83
2223,2161
2223,1745
2223,951
2223,1670
2223,2547
2223,1344
2223,142
2223,517
2223,2311
2224,557
2224,200
2225,726
2225,2634
2225,687
2225,2696
2225,1875
2225,120
2226,517
2226,2572
2226,426
2226,1452
2226,629
2226,133
2227,2764
2227,517
2227,687
2227,2675
2227,2502
2227,462
2227,1166
2227,2804
2227,11
2227,1567
2227,2191
2227,1899
2227,2759
2227,1981
2227,327
2227,305
2227,420
2227,1629
2227,1613
2227,2000
2227,1535
2227,1152
2227,1703
2227,2307
2227,1438
2227,2354
2227,2508
2227,604
2227,2632
2227,0
2227,2716
2227,745
2227,334
2227,2547
2227,272
2227,652
2227,2327
2227,1878
2227,706
2227,1187
2228,2448
2228,2343
2228,2417
2228,94
2228,855
2228,990
2228,1310
2229,2342
2229,2710
2229,1015
2229,508
2229,47
2229,431
2229,1217
2229,2629
2229,2305
2230,1045
2230,2752
2230,1232
2230,824
2230,2482
2231,1414
2231,598
2231,2553
2231,904
2231,30
2231,2592
2231,2710
2231,1671
2231,2418
2231,46
2231,1888
2231,638
2231,2525
2231,2364
2231,132
2231,2148
2231,1386
2231,2323
2231,1165
2231,659
2231,75
2231,1333
2231,410
2231,2134
2231,2275
2231,2831
2231,2536
2231,1056
2231,2547
2231,1951
2231,1053
2231,2558
2231,1903
2231,2110
2231,1176
2231,1132
2231,2127
2231,1818
2231,755
2231,2182
2231,1418
2231,565
2231,2154
2231,65
2231,2456
2231,2264
2231,2743
2231,2018
2231,1911
2231,1848
2231,0
2231,1837
2233,2245
2233,2776
2233,420
2233,601
2233,35
2233,2574
2233,726
2233,120
2233,1902
2233,2432
2233,2738
2233,181
2234,1815
2234,2205
2235,2241
2235,2574
2235,2381
2235,327
2235,1820
2235,2639
2236,68
2236,1216
2236,84
2236,1734
2236,1953
2237,1809
2237,1888
2237,1154
2237,1837
2237,1386
2237,2110
2237,429
2237,1524
2237,2193
2237,2342
2237,36
2237,2647
2237,1414
2237,1649
2237,2224
2237,1045
2237,508
2237,2170
2237,1951
2238,1420
2238,650
2238,2192
2238,2050
2238,377
2238,2612
2238,288
2238,2155
2238,2552
2239,2130
2239,1174
2239,420
2239,1141
2239,1427
2239,2213
2239,1901
2240,2300
2240,1922
2240,462
2240,94
2240,2165
2240,2159
2240,2248
2240,2559
2240,304
2240,173
2240,1419
2240,2172
2240,955
2241,2242
2241,1255
2241,334
2241,696
2241,438
2241,2351
2241,1127
2241,2235
2243,2334
2243,1383
2243,98
2243,2693
2243,2687
2244,2351
2244,2134
2244,1131
2244,0
2245,1360
2245,433
2245,50
2245,29
2245,2233
2245,2201
2245,454
2245,14
2245,2773
2245,1306
2245,2499
2245,2260
2245,2088
2245,641
2245,2477
2245,1815
2245,738
2246,2724
2246,50
2246,2564
2246,94
2246,88
2246,2591
2246,2786
2246,756
2246,977
2246,18
2246,2815
2246,1784
2246,1159
2246,2088
2246,1815
2246,796
2246,454
2247,2268
2247,1853
2247,1503
2247,768
2247,423
2247,327
2247,2262
2247,2251
2247,462
2247,2355
2247,2351
2247,334
2247,2088
2247,2245
2247,2260
2247,771
2247,2284
2247,507
2247,773
2247,6
2247,55
2247,280
2247,250
2247,2750
2247,2491
2247,2499
2247,810
2247,2438
2247,2485
2247,2298
2247,1
2247,2261
2247,2252
2248,2624
2248,1134
2248,2769
2248,524
2248,1998
2248,1528
2248,1626
2248,656
2248,1385
2248,2335
2248,173
2248,793
2248,726
2248,2398
2248,2480
2248,380
2248,1271
2248,955
2248,133
2248,724
2248,471
2248,1419
2248,2356
2248,2173
2248,2240
2248,35
2248,649
2249,35
2249,2581
2249,2699
2249,385
2249,2418
2249,213
2249,915
2249,2264
2249,1088
2249,1462
2249,1340
2249,1150
2249,1294
2249,1688
2249,900
2249,578
2249,907
2249,810
2249,1154
2249,2412
2249,2368
2249,2536
2249,2547
2249,205
2250,462
2250,2197
2250,994
2251,1853
2251,94
2251,2547
2251,139
2251,1783
2251,2427
2251,284
2251,2438
2251,454
2251,334
2251,50
2251,2268
2251,2274
2251,250
2251,1784
2251,462
2251,821
2251,1989
2251,493
2251,2261
2251,2247
2251,2477
2251,594
2252,2061
2252,493
2252,2107
2252,2247
2254,2050
2254,2134
2255,2162
2255,2165
2255,1673
2255,2157
2256,1282
2256,2518
2256,1907
2256,1685
2256,813
2256,1074
2256,2766
2256,694
2256,2662
2256,2645
2256,660
2256,1760
2256,1141
2256,1906
2257,2142
2257,2206
2257,604
2258,334
2258,2351
2258,2296
2258,2405
2258,641
2258,493
2258,462
2258,2284
2258,2408
2258,2403
2258,2088
2259,35
2259,517
2259,2154
2259,1134
2259,901
2259,237
2259,653
2259,2576
2259,2191
2259,94
2259,1935
2259,1420
2259,522
2259,0
2260,2477
2260,454
2260,2142
2260,2284
2260,1316
2260,2638
2260,1148
2260,1188
2260,1503
2260,821
2260,2184
2260,2088
2260,1401
2260,507
2260,2520
2260,905
2260,799
2260,2499
2261,2451
2261,2251
2261,901
2261,1236
2261,1974
2261,2194
2261,1480
2261,2268
2261,505
2261,2634
2261,50
2261,193
2261,2365
2261,2247
2262,1018
2262,2247
2262,2769
2262,334
2262,420
2262,374
2262,2245
2262,810
2263,1809
2263,1136
2263,1202
2263,2675
2263,334
2263,1171
2263,1685
2263,2158
2263,1563
2263,339
2263,296
2263,419
2263,2604
2263,35
2263,885
2263,850
2263,1404
2265,2225
2265,2555
2265,35
2265,420
2265,740
2265,2077
2265,2638
2265,599
2265,50
2265,2769
2265,2634
2265,1295
2265,2509
2265,1181
2265,2030
2265,2264
2265,41
2265,377
2265,173
2265,1322
2265,2125
2265,2118
2265,541
2265,1853
2265,334
2265,2111
2265,2191
2265,2696
2265,2333
2265,1222
2265,803
2266,2804
2266,2334
2266,2206
2266,475
2267,2112
2267,2122
2267,1636
2267,1198
2267,2747
2267,994
2267,475
2267,1508
2267,1724
2267,2393
2267,517
2268,2351
2269,1385
2269,785
2269,1352
2269,677
2269,1839
2269,964
2269,68
2269,1703
2269,2245
2269,2441
2269,2633
2269,2484
2269,551
2269,2288
2269,334
2270,2773
2270,624
2270,1048
2270,594
2270,1881
2270,95
2270,811
2270,1125
2270,2153
2270,965
2270,2320
2272,745
2272,0
2272,2456
2272,2710
2272,2478
2272,1211
2272,750
2274,1760
2274,1705
2274,2412
2276,1336
2277,870
2277,1127
2277,1756
2277,2615
2277,981
2277,1874
2277,1073
2277,557
2277,382
2277,2150
2277,2232
2277,1371
2277,2418
2278,2387
2278,200
2278,696
2278,863
2278,334
2278,1981
2278,2718
2279,693
2279,2341
2279,1137
2279,2000
2279,803
2279,1127
2279,2386
2279,334
2279,2092
2280,1198
2280,207
2280,2558
2281,417
2281,1017
2281,2733
2281,1427
2281,881
2281,647
2281,517
2281,2634
2281,2071
2281,1174
2281,0
2281,522
2281,273
2282,132
2282,1088
2282,774
2282,768
2282,409
2282,557
2282,94
2282,2206
2282,960
2282,2355
2282,771
2282,2480
2282,2569
2282,50
2283,1847
2283,1818
2283,1744
2283,219
2283,1874
2283,163
2283,2008
2283,2443
2283,1997
2283,2264
2283,1493
2283,2504
2283,2232
2284,2351
2284,391
2284,2296
2284,2735
2284,462
2284,2191
2284,576
2284,2843
2284,2260
2284,2258
2284,2247
2284,2088
2285,493
2285,2355
2285,2088
2285,641
2285,2341
2285,2127
2287,2561
2287,2124
2288,2430
2288,130
2288,447
2288,25
2288,1548
2288,2555
2288,803
2288,2448
2288,601
2288,2344
2288,471
2288,760
2288,2213
2289,177
2289,47
2289,52
2289,1491
2289,1567
2289,2581
2289,1125
2290,1490
2290,2206
2290,1506
2290,2334
2290,326
2290,1567
2290,2394
2290,1852
2291,1681
2291,1364
2291,1727
2291,2766
2291,2456
2291,2547
2291,0
2293,0
2293,2576
2293,863
2293,2210
2293,2297
2293,2134
2293,2188
2293,1868
2293,2407
2293,235
2293,2484
2293,996
2293,2396
2293,1838
2293,2302
2293,2713
2293,729
2293,2145
2293,1685
2293,2201
2293,2456
2293,78
2293,2536
2293,2569
2293,1670
2293,2181
2293,745
2293,540
2294,406
2296,2258
2296,2408
2296,2351
2296,2088
2296,2284
2298,462
2298,1298
2298,2560
2298,1311
2298,2247
2299,1997
2299,1913
2299,1717
2299,1526
2299,2206
2299,94
2299,2134
2299,1384
2299,1
2299,2632
2299,2327
2299,0
2299,1180
2299,292
2300,1063
2300,2172
2301,517
2301,409
2301,1372
2301,2727
2301,540
2301,1003
2302,2576
2302,2395
2302,200
2302,345
2302,420
2302,974
2302,383
2302,994
2302,2293
2302,2122
2302,1479
2302,101
2302,369
2302,2769
2302,832
2302,1660
2302,694
2302,960
2302,55
2302,649
2302,2111
2302,139
2302,883
2302,334
2302,2547
2302,2489
2302,2125
2302,305
2302,446
2302,610
2302,2587
2302,377
2303,1320
2303,339
2303,2512
2303,418
2303,960
2303,403
2303,334
2303,2153
2303,2536
2304,2327
2304,2217
2304,2823
2304,94
2304,1016
2304,810
2305,1427
2305,706
2305,2164
2305,696
2305,2008
2305,1535
2305,50
2305,2547
2305,900
2305,2180
2305,2153
2305,540
2305,2792
2305,2191
2305,2397
2305,2264
2305,219
2305,2177
2305,2098
2305,1152
2305,2000
2305,2322
2305,1529
2305,1137
2305,2312
2305,2324
2306,1517
2306,1322
2307,2773
2307,2191
2307,35
2307,371
2307,326
2307,2576
2307,0
2307,2774
2307,2499
2307,855
2307,1636
2307,616
2307,404
2310,1074
2310,2448
2311,2063
2311,0
2311,2223
2312,1111
2312,863
2312,1336
2312,1497
2312,2315
2312,2203
2312,2755
2312,431
2312,2153
2312,109
2312,844
2312,2305
2312,832
2312,219
2312,2164
2312,738
2312,2422
2312,2419
2312,375
2312,251
2312,2177
2312,55
2312,2492
2312,557
2313,2731
2313,1201
2313,298
2314,899
2314,1180
2314,382
2314,522
2314,2176
2314,207
2314,554
2314,173
2314,334
2314,1316
2314,2206
2314,2552
2314,365
2314,2191
2314,2354
2314,305
2314,2264
2314,2120
2314,132
2315,975
2315,517
2315,1391
2315,50
2315,653
2315,404
2315,338
2315,2134
2315,1073
2315,326
2315,0
2315,1438
2315,1532
2315,2327
2315,1295
2315,1567
2315,1913
2315,1432
2315,616
2315,462
2315,1131
2315,574
2315,53
2315,2206
2315,1703
2315,803
2315,1018
2315,2576
2315,2807
2315,1535
2315,109
2315,2454
2315,1752
2315,995
2315,2481
2315,2022
2315,2604
2315,475
2315,1841
2315,522
2315,1819
2315,1170
2315,1585
2315,2312
2315,1477
2315,1061
2315,1336
2315,2211
2315,394
2315,1517
2315,2564
2315,356
2315,591
2315,892
2315,2480
2315,2802
2315,1881
2315,994
2315,1143
2315,793
2315,1198
2315,2191
2315,2658
2315,1176
2316,1134
2316,1675
2316,192
2316,1571
2316,2209
2316,1090
2316,1184
2316,2634
2316,1147
2316,2138
2316,1024
2316,385
2316,330
2316,143
2316,1183
2316,1806
2316,2612
2316,685
2316,1508
2316,317
2316,1584
2316,1256
2316,1331
2316,398
2316,2583
2316,765
2316,1004
2316,931
2316,698
2316,271
2316,1214
2316,485
2316,284
2316,1322
2316,1694
2316,1414
2316,785
2316,2191
2316,2674
2316,154
2316,2845
2316,1161
2316,1907
2316,1551
2316,1959
2316,1851
2316,2650
2316,2719
2316,1211
2316,2701
2316,64
2316,2759
2316,1839
2316,1567
2316,793
2316,2033
2316,1380
2316,2174
2316,2001
2316,382
2316,1271
2316,1563
2316,1473
2316,2318
2316,2046
2316,181
2316,1243
2316,2520
2316,182
2316,95
2316,1715
2316,940
2316,2508
2316,576
2316,1428
2316,196
2316,1976
2316,2443
2316,1792
2316,1760
2316,591
2316,83
2316,2232
2317,529
2317,340
2317,391
2317,1246
2317,943
2317,502
2317,334
2317,721
2317,94
2317,532
2317,834
2318,2634
2318,95
2318,1703
2318,1069
2318,252
2318,1526
2318,2316
2318,2327
2318,2665
2318,1815
2318,2597
2318,1323
2318,1480
2318,1350
2318,702
2318,901
2318,2752
2318,2416
2318,2380
2318,2
2318,455
2318,745
2318,631
2318,591
2318,2632
2318,2018
2318,2395
2318,2401
2318,196
2318,1
2318,454
2318,2203
2318,458
2319,1629
2319,1473
2319,960
2319,502
2319,2324
2321,2718
2321,2191
2321,332
2321,1116
2321,2012
2321,590
2321,2519
2321,1819
2322,2320
2322,2743
2322,985
2322,1888
2322,72
2322,2396
2322,942
2322,1056
2322,1418
2322,2134
2322,810
2322,565
2322,495
2322,830
2322,1911
2322,2111
2322,1702
2322,2456
2322,111
2322,2632
2322,2264
2322,2008
2322,0
2322,76
2322,2488
2322,2194
2322,2592
2322,150
2322,2305
2322,2148
2322,1112
2323,0
2323,2558
2323,1493
2323,1864
2323,2123
2323,2478
2323,2231
2323,2154
2323,1204
2323,1911
2323,2743
2323,2201
2323,2456
2324,1529
2324,1629
2324,502
2324,1137
2324,810
2324,500
2324,29
2324,1034
2324,755
2324,165
2324,2305
2324,2378
2324,2464
2324,2319
2324,2097
2324,2008
2324,2098
2324,842
2324,2463
2324,900
2324,994
2324,1056
2324,1535
2324,1558
2325,334
2326,2689
2326,2095
2326,89
2326,764
2327,1868
2327,2142
2327,1848
2327,1439
2327,745
2327,1450
2327,2488
2327,938
2327,1784
2327,1989
2327,793
2327,2576
2327,653
2327,1371
2327,1838
2327,2154
2327,71
2327,755
2327,1929
2327,2752
2327,94
2327,2632
2327,995
2327,646
2327,2502
2327,649
2327,1613
2327,1935
2327,2547
2327,1233
2327,200
2327,1341
2327,0
2327,2764
2327,1547
2327,80
2328,2416
2328,2709
2328,759
2328,2604
2328,2804
2328,2119
2328,1670
2328,2558
2328,2456
2328,2503
2328,1696
2329,1418
2330,334
2330,2135
2330,1355
2330,960
2332,348
2332,1067
2332,228
2332,1295
2332,594
2332,2087
2332,2245
2332,900
2332,1535
2332,1847
2332,1561
2332,35
2332,2413
2332,1373
2332,666
2332,1273
2332,462
2332,694
2333,930
2333,1322
2333,2142
2333,2265
2333,2745
2333,382
2333,574
2333,858
2333,1295
2333,2552
2333,1694
2333,656
2333,0
2333,475
2333,870
2333,941
2333,661
2333,2191
2333,132
2333,74
2333,1385
2333,1986
2333,2209
2333,1913
2333,537
2333,2802
2333,256
2333,892
2333,334
2334,1506
2334,2206
2334,2394
2334,2678
2334,288
2334,1567
2334,2290
2334,1223
2334,2564
2334,543
2334,960
2334,2699
2334,2243
2334,1425
2334,810
2334,2644
2334,196
2334,1856
2334,473
2334,2463
2334,2744
2334,332
2334,649
2334,1494
2334,1019
2334,900
2334,1245
2334,2172
2334,2354
2334,2217
2334,94
2334,2154
2334,2576
2334,2327
2335,133
2335,1205
2335,2557
2335,2480
2335,2157
2336,1567
2336,706
2336,649
2336,2747
2336,760
2336,1359
2336,0
2336,616
2336,2004
2336,901
2336,35
2336,2776
2336,694
2336,1133
2336,631
2336,554
2337,745
2338,2142
2338,35
2338,2134
2338,0
2338,2569
2338,2483
2338,2776
2338,334
2338,2807
2339,1912
2340,2633
2340,1
